name|speaker|orth|translation|start|end
7gH0x3pcs5g--3|Signer01|however a very strange incident has occured let me tell you about it|however a very strange incident has occured let me tell you about it|-1|-1
7gH0x3pcs5g--7|Signer01|but knew that because he was infected he would not be allowed to travel|but knew that because he was infected he would not be allowed to travel|-1|-1
7gH0x3pcs5g--8|Signer01|so he came up with a very unique solution|so he came up with a very unique solution|-1|-1
7gH0x3pcs5g--9|Signer01|the man wife had tested negative for the coronavirus|the man wife had tested negative for the coronavirus|-1|-1
lBZf9rILMOo--1|Signer01|but recently a video went viral which will simply break your heart|but recently a video went viral which will simply break your heart|-1|-1
lBZf9rILMOo--4|Signer01|despite her age the lady is working hard to earn a living for herself|despite her age the lady is working hard to earn a living for herself|-1|-1
lBZf9rILMOo--5|Signer01|have a look at the video that went viral|have a look at the video that went viral|-1|-1
572FldeSbs8--4|Signer01|i will now tell you about them|i will now tell you about them|-1|-1
572FldeSbs8--6|Signer01|but with only 50% capacity and with all necessary covid precautions in place|but with only 50% capacity and with all necessary covid precautions in place|-1|-1
572FldeSbs8--13|Signer01|5 government and private offices to open with full capacity|5 government and private offices to open with full capacity|-1|-1
572FldeSbs8--19|Signer01|earlier on 8th august cm uddhav thackeray had announced that|earlier on 8th august cm uddhav thackeray had announced that|-1|-1
572FldeSbs8--20|Signer01|fully vaccinated citizens in mumbai can travel in local trains from august 15|fully vaccinated citizens in mumbai can travel in local trains from august 15|-1|-1
0_D2t46WwwY--22|Signer01|people were very shocked|people were very shocked|-1|-1
gIC4vMqddjU--9|Signer01|the daughter told her that she had filed a complaint with the police|the daughter told her that she had filed a complaint with the police|-1|-1
gIC4vMqddjU--13|Signer01|on july 30 the girl informed the police that her mother had died|on july 30 the girl informed the police that her mother had died|-1|-1
gIC4vMqddjU--29|Signer01|her father informed her uncle who went to their house|her father informed her uncle who went to their house|-1|-1
gIC4vMqddjU--30|Signer01|when the mother failed to open the door he broke it down|when the mother failed to open the door he broke it down|-1|-1
gIC4vMqddjU--31|Signer01|and found the woman lying dead on the bed|and found the woman lying dead on the bed|-1|-1
SMqq4fHS-ek--6|Signer01|shocking right let me give you more details about this|shocking right let me give you more details about this|-1|-1
SMqq4fHS-ek--23|Signer01|i am devastated by this|i am devastated by this|-1|-1
SMqq4fHS-ek--28|Signer01|but there has been no response to the letter|but there has been no response to the letter|-1|-1
6u-ZspWSpwE--5|Signer01|however this was very difficult even sign language experts were called to help|however this was very difficult even sign language experts were called to help|-1|-1
6u-ZspWSpwE--6|Signer01|but they too failed to communicate with the boy|but they too failed to communicate with the boy|-1|-1
6u-ZspWSpwE--15|Signer01|they then found that his aadhar had already been made in 2016|they then found that his aadhar had already been made in 2016|-1|-1
6u-ZspWSpwE--18|Signer01|local police managed to contact his parents who were very shocked|local police managed to contact his parents who were very shocked|-1|-1
6u-ZspWSpwE--23|Signer01|but they never stopped looking for him|but they never stopped looking for him|-1|-1
pe1Zfoo8cIU--0|Signer01|at the 2020 tokyo olympics in japan|at the 2020 tokyo olympics in japan|-1|-1
pe1Zfoo8cIU--1|Signer01|there have been many videos of athletes winning & losing during matches|there have been many videos of athletes winning & losing during matches|-1|-1
pe1Zfoo8cIU--8|Signer01|to fix the damage they did not have a lot of time|to fix the damage they did not have a lot of time|-1|-1
x_9WhXAiuwU--12|Signer01|these images went viral|these images went viral|-1|-1
HoeIyCOuphA--0|Signer01|due to the 2nd wave of the covid-19 pandemic schools are shut|due to the 2nd wave of the covid-19 pandemic schools are shut|-1|-1
HoeIyCOuphA--3|Signer01|how will children study|how will children study|-1|-1
HoeIyCOuphA--5|Signer01|how would they study|how would they study|-1|-1
HoeIyCOuphA--16|Signer01|they have taught 100 children|they have taught 100 children|-1|-1
HoeIyCOuphA--17|Signer01|we thank them for their efforts and hope they continue the same|we thank them for their efforts and hope they continue the same|-1|-1
9fTSWlzrcDo--6|Signer01|he was very happy to complete the course|he was very happy to complete the course|-1|-1
9fTSWlzrcDo--13|Signer01|after my studies i started acting it was difficult to start my education again|after my studies i started acting it was difficult to start my education again|-1|-1
9fTSWlzrcDo--16|Signer01|many people congratulated him|many people congratulated him|-1|-1
9fTSWlzrcDo--18|Signer01|but now he can investigate the crimes himself|but now he can investigate the crimes himself|-1|-1
YZeR4ZSOY3U--2|Signer01|after being in the bollywood film industry for more than 10 years|after being in the bollywood film industry for more than 10 years|-1|-1
YZeR4ZSOY3U--5|Signer01|the actor tweeted and said she is very excited to become a producer|the actor tweeted and said she is very excited to become a producer|-1|-1
YZeR4ZSOY3U--6|Signer01|she said she would continue working in films|she said she would continue working in films|-1|-1
YZeR4ZSOY3U--7|Signer01|she is happy she has a partner who will help her|she is happy she has a partner who will help her|-1|-1
00PocqA06Vk--2|Signer01|this is a very interesting story about an elephant|this is a very interesting story about an elephant|-1|-1
00PocqA06Vk--9|Signer01|the founder of elephant nature park and the save elephant foundation|the founder of elephant nature park and the save elephant foundation|-1|-1
00PocqA06Vk--14|Signer01|the video has received more than 12 000 views on instagram|the video has received more than 12 000 views on instagram|-1|-1
00PocqA06Vk--15|Signer01|many instagram users commented saying|many instagram users commented saying|-1|-1
00PocqA06Vk--20|Signer01|it is a lesson for us all to help those in need|it is a lesson for us all to help those in need|-1|-1
TDF1gOlU0Mo--4|Signer01|12 were men and five were women|12 were men and five were women|-1|-1
CIDvqwTSB-E--0|Signer01|in madhya pradesh indore police officials are now learning indian sign language isl|in madhya pradesh indore police officials are now learning indian sign language isl|-1|-1
CIDvqwTSB-E--8|Signer01|they were taught the importance of providing justice to the deaf by learning isl|they were taught the importance of providing justice to the deaf by learning isl|-1|-1
CIDvqwTSB-E--11|Signer01|to communicate with the deaf|to communicate with the deaf|-1|-1
CIDvqwTSB-E--28|Signer01|even police officials are learning to sign is not that great|even police officials are learning to sign is not that great|-1|-1
CIDvqwTSB-E--29|Signer01|the deaf community is very happy by this|the deaf community is very happy by this|-1|-1
b7Uu4FwsFTw--9|Signer01|soon mr mishra sent messages to government officials and called for help|soon mr mishra sent messages to government officials and called for help|-1|-1
b7Uu4FwsFTw--10|Signer01|a helicopter of the indian air force was sent to rescue him|a helicopter of the indian air force was sent to rescue him|-1|-1
1GB-msn7_3I--0|Signer01|the 2020 olympics are currently being held in tokyo japan|the 2020 olympics are currently being held in tokyo japan|-1|-1
w233AWAgj2c--3|Signer01|and shocked everyone by getting married to her in 2011|and shocked everyone by getting married to her in 2011|-1|-1
w233AWAgj2c--17|Signer01|this is why she filed a case against him|this is why she filed a case against him|-1|-1
w233AWAgj2c--20|Signer01|and rs 5 lakh per month for her expenses|and rs 5 lakh per month for her expenses|-1|-1
w233AWAgj2c--23|Signer01|and given him time till august 28 to file a reply in the matter|and given him time till august 28 to file a reply in the matter|-1|-1
tpKE8EDpccU--7|Signer01|after completing his education he returned to india in 2016|after completing his education he returned to india in 2016|-1|-1
tpKE8EDpccU--76|Signer01|i learnt about the parts of a car|i learnt about the parts of a car|-1|-1
tpKE8EDpccU--101|Signer01|i was very happy to learn stories in isl|i was very happy to learn stories in isl|-1|-1
tpKE8EDpccU--104|Signer01|in zoom i was very excited and enjoyed|in zoom i was very excited and enjoyed|-1|-1
tpKE8EDpccU--117|Signer01|the uncle thought about this and then spoke to the boy the next day|the uncle thought about this and then spoke to the boy the next day|-1|-1
5WdYfR1SefM--19|Signer01|she is very excited for the matches|she is very excited for the matches|-1|-1
5WdYfR1SefM--20|Signer01|we wish her all the best|we wish her all the best|-1|-1
4oSyQoCsj-M--0|Signer01|businessman raj kundra husband of bollywood actor shilpa shetty|businessman raj kundra husband of bollywood actor shilpa shetty|-1|-1
4oSyQoCsj-M--9|Signer01|the work meeting took place on 27 march 2019|the work meeting took place on 27 march 2019|-1|-1
4oSyQoCsj-M--22|Signer01|when i refused kundra leaked my number|when i refused kundra leaked my number|-1|-1
4oSyQoCsj-M--26|Signer01|i was devastated that i did not receive any support|i was devastated that i did not receive any support|-1|-1
4oSyQoCsj-M--27|Signer01|and now he has been arrested the case is going on|and now he has been arrested the case is going on|-1|-1
SnpgyaONk1c--4|Signer01|the forest fires in turkey first started on wednesday in areas such as|the forest fires in turkey first started on wednesday in areas such as|-1|-1
SnpgyaONk1c--16|Signer01|many individuals were rescued sadly 6 lost their lives|many individuals were rescued sadly 6 lost their lives|-1|-1
SnpgyaONk1c--17|Signer01|the world was shocked to learn about the deadly fires in turkey|the world was shocked to learn about the deadly fires in turkey|-1|-1
OVFdnmOgkGg--10|Signer01|however cctv footage clearly showed what happened|however cctv footage clearly showed what happened|-1|-1
OVFdnmOgkGg--12|Signer01|there was no traffic and the road was empty|there was no traffic and the road was empty|-1|-1
OVFdnmOgkGg--14|Signer01|this was very shocking|this was very shocking|-1|-1
OVFdnmOgkGg--25|Signer01|the other case is not known|the other case is not known|-1|-1
wPoTFqiFryY--3|Signer01|yesterday on 29 july 2021 pm modi announced that|yesterday on 29 july 2021 pm modi announced that|-1|-1
wPoTFqiFryY--5|Signer01|this will be done to promote isl|this will be done to promote isl|-1|-1
wPoTFqiFryY--7|Signer01|now even isl will be taught to hearing students as it is very important|now even isl will be taught to hearing students as it is very important|-1|-1
wPoTFqiFryY--11|Signer01|the deaf community will also benefit when they share their thoughts with the hearing|the deaf community will also benefit when they share their thoughts with the hearing|-1|-1
wPoTFqiFryY--16|Signer01|it will be available on this link|it will be available on this link|-1|-1
zOY34g9yj_Y--10|Signer01|and said they would be returning all of them|and said they would be returning all of them|-1|-1
zOY34g9yj_Y--14|Signer01|these are worth around $ 3 million|these are worth around $ 3 million|-1|-1
zOY34g9yj_Y--17|Signer01|and soon return all items belonging to india|and soon return all items belonging to india|-1|-1
E4BTkF7Q6xw--3|Signer01|america had helping with this for a long time|america had helping with this for a long time|-1|-1
E4BTkF7Q6xw--4|Signer01|however recently the us called back all of their troops|however recently the us called back all of their troops|-1|-1
E4BTkF7Q6xw--12|Signer01|lakhs of civilians have left afghanistan and come to pakistan to escape the violence|lakhs of civilians have left afghanistan and come to pakistan to escape the violence|-1|-1
E4BTkF7Q6xw--15|Signer01|the taliban are just common civilians|the taliban are just common civilians|-1|-1
E4BTkF7Q6xw--16|Signer01|people were shocked that he compared the taliban who are terrorists to civilians|people were shocked that he compared the taliban who are terrorists to civilians|-1|-1
jJCA2-ldfVc--4|Signer01|both of them have to remain in jail for another 14 days|both of them have to remain in jail for another 14 days|-1|-1
jJCA2-ldfVc--5|Signer01|meanwhile the crime branch has found|meanwhile the crime branch has found|-1|-1
jJCA2-ldfVc--26|Signer01|instead of two days they delayed and informed the company after 4 years|instead of two days they delayed and informed the company after 4 years|-1|-1
lC3aJr9Q_5U--2|Signer01|she tweeted a picture of her trip and in the caption she said|she tweeted a picture of her trip and in the caption she said|-1|-1
lC3aJr9Q_5U--8|Signer01|sadly dr sharma and 8 others lost their lives in the incident|sadly dr sharma and 8 others lost their lives in the incident|-1|-1
lC3aJr9Q_5U--10|Signer01|the doctor brother mahesh sharma tweeted about her death by saying|the doctor brother mahesh sharma tweeted about her death by saying|-1|-1
lC3aJr9Q_5U--12|Signer01|the trip was planned to celebrate her birthday|the trip was planned to celebrate her birthday|-1|-1
lC3aJr9Q_5U--21|Signer01|and rs 50 000 for those injured|and rs 50 000 for those injured|-1|-1
ZkWBffUW1-E--3|Signer01|the couple were having problems with their marriage because of his drinking problem|the couple were having problems with their marriage because of his drinking problem|-1|-1
ZkWBffUW1-E--8|Signer01|for a friend birthday party|for a friend birthday party|-1|-1
ZkWBffUW1-E--20|Signer01|these images shocked his fans across the world|these images shocked his fans across the world|-1|-1
ZkWBffUW1-E--26|Signer01|the image went viral|the image went viral|-1|-1
ZkWBffUW1-E--29|Signer01|and filed a complaint with the police|and filed a complaint with the police|-1|-1
cxbTAjwNkTI--2|Signer01|no solution has been found for this issue|no solution has been found for this issue|-1|-1
cxbTAjwNkTI--6|Signer01|six police officers were killed after being assaulted by the mizoram people|six police officers were killed after being assaulted by the mizoram people|-1|-1
cxbTAjwNkTI--12|Signer01|he said the mizoram locals were being assaulted by assam police|he said the mizoram locals were being assaulted by assam police|-1|-1
cxbTAjwNkTI--13|Signer01|home minister amit shah has spoken to both the chief ministers|home minister amit shah has spoken to both the chief ministers|-1|-1
w9VwLKQIcus--15|Signer01|now that i achieved my dream and secured a silver medal|now that i achieved my dream and secured a silver medal|-1|-1
w9VwLKQIcus--19|Signer01|india is very proud of you|india is very proud of you|-1|-1
w9VwLKQIcus--31|Signer01|sadly she lost in the match|sadly she lost in the match|-1|-1
UBnqDwRds3A--5|Signer01|this is according to police sources|this is according to police sources|-1|-1
UBnqDwRds3A--6|Signer01|while giving her statement to the police shilpa shetty broke down|while giving her statement to the police shilpa shetty broke down|-1|-1
UBnqDwRds3A--10|Signer01|shilpa also said she stands by her husband|shilpa also said she stands by her husband|-1|-1
UBnqDwRds3A--12|Signer01|if needed we will question her again|if needed we will question her again|-1|-1
UBnqDwRds3A--17|Signer01|to one in the united bank of africa|to one in the united bank of africa|-1|-1
Hu4RHVlzvRY--1|Signer01|was the first covid-19 case in india in january 2020|was the first covid-19 case in india in january 2020|-1|-1
Hu4RHVlzvRY--6|Signer01|reportedly she has not been vaccinated yet|reportedly she has not been vaccinated yet|-1|-1
ih45Pq0nQHg--13|Signer01|for search and rescue operations|for search and rescue operations|-1|-1
SSARKNY6eRE--4|Signer01|some have even died because of the virus|some have even died because of the virus|-1|-1
SSARKNY6eRE--11|Signer01|dog owners must be careful when they take their dogs for a walk|dog owners must be careful when they take their dogs for a walk|-1|-1
SSARKNY6eRE--15|Signer01|because many people have delayed vaccination due to the lockdown|because many people have delayed vaccination due to the lockdown|-1|-1
1BYKPfomr9Q--2|Signer01|he and his wife have been married for eight months|he and his wife have been married for eight months|-1|-1
1BYKPfomr9Q--3|Signer01|they were based in canada|they were based in canada|-1|-1
1BYKPfomr9Q--4|Signer01|they returned to india in march 2021|they returned to india in march 2021|-1|-1
1BYKPfomr9Q--10|Signer01|which is why he would not live for more than 24 hours|which is why he would not live for more than 24 hours|-1|-1
1BYKPfomr9Q--16|Signer01|the wife then filed a petition in the gujarat high court|the wife then filed a petition in the gujarat high court|-1|-1
8dREF_kojJs--7|Signer01|he finally made his dream come true|he finally made his dream come true|-1|-1
8dREF_kojJs--26|Signer01|the rocket took off with these 4 individuals|the rocket took off with these 4 individuals|-1|-1
8dREF_kojJs--30|Signer01|they landed safely and the entire journey took 11 minutes|they landed safely and the entire journey took 11 minutes|-1|-1
8dREF_kojJs--31|Signer01|was not the video amazing|was not the video amazing|-1|-1
8dREF_kojJs--37|Signer01|this girl was involved in building the rocket how shocking|this girl was involved in building the rocket how shocking|-1|-1
llvG75X5xrc--2|Signer01|she and her husband welcomed a baby boy on 14th may this year|she and her husband welcomed a baby boy on 14th may this year|-1|-1
llvG75X5xrc--7|Signer01|and is being taken care of at the hospital|and is being taken care of at the hospital|-1|-1
uT4PChbNYMw--0|Signer01|actor shilpa shetty married raj kundra in 2009|actor shilpa shetty married raj kundra in 2009|-1|-1
uT4PChbNYMw--9|Signer01|she said these films were then published on some paid mobile apps|she said these films were then published on some paid mobile apps|-1|-1
uT4PChbNYMw--10|Signer01|last week 9 individuals were arrested|last week 9 individuals were arrested|-1|-1
uT4PChbNYMw--20|Signer01|where they could use her content|where they could use her content|-1|-1
SLHokx7DHbg--6|Signer01|that too for a short period of time|that too for a short period of time|-1|-1
SLHokx7DHbg--13|Signer01|from 17 news companies in 10 countries|from 17 news companies in 10 countries|-1|-1
SLHokx7DHbg--18|Signer01|generally personal numbers can never be leaked|generally personal numbers can never be leaked|-1|-1
SLHokx7DHbg--20|Signer01|sharing it with friends etc a personal number can not be leaked|sharing it with friends etc a personal number can not be leaked|-1|-1
SLHokx7DHbg--33|Signer01|the government responded by saying that they never used such a software|the government responded by saying that they never used such a software|-1|-1
JzNMLVhFp4w--0|Signer01|recently a shocking video went viral on social media|recently a shocking video went viral on social media|-1|-1
JzNMLVhFp4w--7|Signer01|a case was registered and the two women were arrested by the police|a case was registered and the two women were arrested by the police|-1|-1
JzNMLVhFp4w--10|Signer01|the women were later released on bail|the women were later released on bail|-1|-1
JzNMLVhFp4w--12|Signer01|during questioning of the case|during questioning of the case|-1|-1
JzNMLVhFp4w--18|Signer01|sadly the dog passed away because of its severe injuries|sadly the dog passed away because of its severe injuries|-1|-1
NI3-0u6Frqg--3|Signer01|farmers were protesting against the bjp government|farmers were protesting against the bjp government|-1|-1
NI3-0u6Frqg--7|Signer01|surprisingly a day before this on 10 july|surprisingly a day before this on 10 july|-1|-1
NI3-0u6Frqg--11|Signer01|from protesting against the government|from protesting against the government|-1|-1
NI3-0u6Frqg--13|Signer01|the cji questioned the need for such a law in 2021|the cji questioned the need for such a law in 2021|-1|-1
NI3-0u6Frqg--15|Signer01|- were among those named in the fir and 5 people were arrested|- were among those named in the fir and 5 people were arrested|-1|-1
xyiAPeZpmxU--0|Signer01|in 2012 south indian superstar vijay|in 2012 south indian superstar vijay|-1|-1
xyiAPeZpmxU--2|Signer01|he had paid more than rs 8 crore for the luxury car|he had paid more than rs 8 crore for the luxury car|-1|-1
xyiAPeZpmxU--14|Signer01|and has acted in many movies|and has acted in many movies|-1|-1
xyiAPeZpmxU--21|Signer01|he was fined rs 1 lakh and ordered to pay the entry tax|he was fined rs 1 lakh and ordered to pay the entry tax|-1|-1
xyiAPeZpmxU--22|Signer01|vijay has been directed to pay the fine amount|vijay has been directed to pay the fine amount|-1|-1
EJupU1Hmf1Q--0|Signer01|all years it was impossible for people to visit space|all years it was impossible for people to visit space|-1|-1
EJupU1Hmf1Q--2|Signer01|space tourism has never been possible you are aware about this|space tourism has never been possible you are aware about this|-1|-1
EJupU1Hmf1Q--5|Signer01|the aim of the company is to make travel to space available for all|the aim of the company is to make travel to space available for all|-1|-1
EJupU1Hmf1Q--21|Signer01|the crew safely landed back on earth|the crew safely landed back on earth|-1|-1
EJupU1Hmf1Q--33|Signer01|companies may start selling tickets to people to visit space|companies may start selling tickets to people to visit space|-1|-1
jIxD1WIErLs--6|Signer01|he left india in october 2020 to travel across dubai and pakistan|he left india in october 2020 to travel across dubai and pakistan|-1|-1
jIxD1WIErLs--7|Signer01|he left the country through the new delhi international airport|he left the country through the new delhi international airport|-1|-1
jIxD1WIErLs--13|Signer01|but received no response from them|but received no response from them|-1|-1
jIxD1WIErLs--16|Signer01|the government of india has stopped me from returning to india|the government of india has stopped me from returning to india|-1|-1
jIxD1WIErLs--27|Signer01|and published a book which was against the rules|and published a book which was against the rules|-1|-1
Im-RbrxB4Ho--4|Signer01|the matches were held in london|the matches were held in london|-1|-1
Im-RbrxB4Ho--17|Signer01|he learned to play and did everything in the usa|he learned to play and did everything in the usa|-1|-1
Im-RbrxB4Ho--19|Signer01|four indian tennis players such as|four indian tennis players such as|-1|-1
CHTqOiqOlwA--5|Signer01|they continued to grow slowly becoming longer and longer ”|they continued to grow slowly becoming longer and longer ”|-1|-1
tFeWfQALuUk--1|Signer01|after months of waiting the games are going to start from 23 july 2021|after months of waiting the games are going to start from 23 july 2021|-1|-1
tFeWfQALuUk--2|Signer01|however the country is now facing a huge problem|however the country is now facing a huge problem|-1|-1
tFeWfQALuUk--4|Signer01|to discuss management of the upcoming olympics amidst the rising cases of covid-19|to discuss management of the upcoming olympics amidst the rising cases of covid-19|-1|-1
tFeWfQALuUk--8|Signer01|the emergency could last for over a month|the emergency could last for over a month|-1|-1
tFeWfQALuUk--9|Signer01|in june the japanese government had set a limit of 50 percent|in june the japanese government had set a limit of 50 percent|-1|-1
dlkhs07D1cw--10|Signer01|the scared deaf woman then somehow managed to reach the police station|the scared deaf woman then somehow managed to reach the police station|-1|-1
dlkhs07D1cw--11|Signer01|the police took help of a sign language interpreter|the police took help of a sign language interpreter|-1|-1
dlkhs07D1cw--12|Signer01|and the girl was able to tell them what exactly happened|and the girl was able to tell them what exactly happened|-1|-1
dlkhs07D1cw--13|Signer01|based on her statement a fir has been filed|based on her statement a fir has been filed|-1|-1
dlkhs07D1cw--14|Signer01|the police are now looking for the man|the police are now looking for the man|-1|-1
wAncC9HGZIg--0|Signer01|in the 2nd wave of the coronavirus many people were infected with covid-19|in the 2nd wave of the coronavirus many people were infected with covid-19|-1|-1
CFH1TYDHK6g--1|Signer01|one might think that amidst the dangerous 2nd wave of the coronavirus|one might think that amidst the dangerous 2nd wave of the coronavirus|-1|-1
CFH1TYDHK6g--2|Signer01|people might remain at home to stay safe|people might remain at home to stay safe|-1|-1
CFH1TYDHK6g--4|Signer01|as news channels and experts talk about the 3rd wave of the coronavirus|as news channels and experts talk about the 3rd wave of the coronavirus|-1|-1
CFH1TYDHK6g--7|Signer01|people are worried that this could lead to the 3rd wave|people are worried that this could lead to the 3rd wave|-1|-1
CFH1TYDHK6g--10|Signer01|this is happening because the himachal pradesh government|this is happening because the himachal pradesh government|-1|-1
urWAF2Bh02Y--4|Signer01|as per reports these included 10 men and 12 women|as per reports these included 10 men and 12 women|-1|-1
8XzGMkdToVc--9|Signer01|but now we have made the decision to divorce on 3rd july|but now we have made the decision to divorce on 3rd july|-1|-1
8XzGMkdToVc--13|Signer01|the news of their divorce went viral on social media|the news of their divorce went viral on social media|-1|-1
8XzGMkdToVc--20|Signer01|we will continue to work and care for our son we are still a family|we will continue to work and care for our son we are still a family|-1|-1
8XzGMkdToVc--21|Signer01|the only change is that we will not be married anymore|the only change is that we will not be married anymore|-1|-1
8XzGMkdToVc--22|Signer01|the rest remains the same|the rest remains the same|-1|-1
OjHLMhQb0lY--2|Signer01|by the time the family could get any medical help raj had passed away|by the time the family could get any medical help raj had passed away|-1|-1
OjHLMhQb0lY--15|Signer01|these three films were directed by him|these three films were directed by him|-1|-1
yyLTRIF2Jmg--4|Signer01|there individuals were arrested from different locations|there individuals were arrested from different locations|-1|-1
xMuK0fKAgP8--0|Signer01|an indian air force station in jammu|an indian air force station in jammu|-1|-1
xMuK0fKAgP8--8|Signer01|the incident has shocked many|the incident has shocked many|-1|-1
QNhQg1vXwV8--1|Signer01|a girl was missing for 11 years|a girl was missing for 11 years|-1|-1
QNhQg1vXwV8--3|Signer01|you may think people run away to a far place to avoid getting caught|you may think people run away to a far place to avoid getting caught|-1|-1
QNhQg1vXwV8--27|Signer01|the brother was surprised|the brother was surprised|-1|-1
QNhQg1vXwV8--33|Signer01|to investigate how the girl lived in the room all by herself|to investigate how the girl lived in the room all by herself|-1|-1
QNhQg1vXwV8--36|Signer01|and people suspected that he had mental issues|and people suspected that he had mental issues|-1|-1
TAlti-6447M--23|Signer01|they were shocked and angry so they filed a police complaint|they were shocked and angry so they filed a police complaint|-1|-1
TAlti-6447M--25|Signer01|and to be careful next time|and to be careful next time|-1|-1
TAlti-6447M--28|Signer01|two days before that was very stressed|two days before that was very stressed|-1|-1
TAlti-6447M--34|Signer01|the mother told her to leave her husband and come back|the mother told her to leave her husband and come back|-1|-1
TAlti-6447M--39|Signer01|on 21st june after which she was rushed to a hospital|on 21st june after which she was rushed to a hospital|-1|-1
ejPFdCjgNZU--0|Signer01|the final of the world test championship was held between india and new zealand|the final of the world test championship was held between india and new zealand|-1|-1
ejPFdCjgNZU--3|Signer01|new zealand had won the toss|new zealand had won the toss|-1|-1
ejPFdCjgNZU--4|Signer01|and chose to bowl first and asked india to bat|and chose to bowl first and asked india to bat|-1|-1
ejPFdCjgNZU--18|Signer01|after losing the finals of odi world cups in 2015 and 2019|after losing the finals of odi world cups in 2015 and 2019|-1|-1
ejPFdCjgNZU--25|Signer01|meanwhile some funny incidents happened during the match|meanwhile some funny incidents happened during the match|-1|-1
myYeGoKCZfg--14|Signer01|this is not the first time such an incident has been reported|this is not the first time such an incident has been reported|-1|-1
myYeGoKCZfg--17|Signer01|it was a shocking incident|it was a shocking incident|-1|-1
KqmOQvXq818--7|Signer01|umar gautam was not born a muslim|umar gautam was not born a muslim|-1|-1
KqmOQvXq818--8|Signer01|he was actually born to a hindu family|he was actually born to a hindu family|-1|-1
KqmOQvXq818--9|Signer01|let me tell you how he got converted to islam|let me tell you how he got converted to islam|-1|-1
KqmOQvXq818--15|Signer01|he had no one to help|he had no one to help|-1|-1
KqmOQvXq818--27|Signer01|however his royal rajput family|however his royal rajput family|-1|-1
ydE9XNaFnhc--5|Signer01|celebrities including the general public made donations|celebrities including the general public made donations|-1|-1
ydE9XNaFnhc--14|Signer01|as his blood pressure as well as oxygen level is low|as his blood pressure as well as oxygen level is low|-1|-1
ydE9XNaFnhc--18|Signer01|or whether he tried to take his life|or whether he tried to take his life|-1|-1
ydE9XNaFnhc--21|Signer01|and recently there were many problems in his life|and recently there were many problems in his life|-1|-1
ydE9XNaFnhc--23|Signer01|prasad started a large restaurant of the same name|prasad started a large restaurant of the same name|-1|-1
16d50cwIpoQ--12|Signer01|but they all share a common kitchen|but they all share a common kitchen|-1|-1
CDnCd4RlVIw--7|Signer01|2 weeks later on 6th june the woman then passed away|2 weeks later on 6th june the woman then passed away|-1|-1
CDnCd4RlVIw--9|Signer01|who did not want to be named explained|who did not want to be named explained|-1|-1
CDnCd4RlVIw--11|Signer01|we cannot keep a check on everything|we cannot keep a check on everything|-1|-1
CDnCd4RlVIw--19|Signer01|this also happened because of the fake doctor|this also happened because of the fake doctor|-1|-1
CDnCd4RlVIw--25|Signer01|his actions were wrong and he has been arrested|his actions were wrong and he has been arrested|-1|-1
lLQnXsyXiaY--7|Signer01|a video of the incident went viral on social media have a look|a video of the incident went viral on social media have a look|-1|-1
lLQnXsyXiaY--14|Signer01|my family was shocked when they saw the video about the incident|my family was shocked when they saw the video about the incident|-1|-1
lLQnXsyXiaY--15|Signer01|they are worried and were unable to sleep for 2 days|they are worried and were unable to sleep for 2 days|-1|-1
lLQnXsyXiaY--16|Signer01|this is why i am meeting them|this is why i am meeting them|-1|-1
-3GZr4gY8Is--8|Signer01|after 10 days she felt better|after 10 days she felt better|-1|-1
-3GZr4gY8Is--9|Signer01|she broke down as she took her baby into her arms|she broke down as she took her baby into her arms|-1|-1
-3GZr4gY8Is--11|Signer01|because of her severe condition|because of her severe condition|-1|-1
-3GZr4gY8Is--14|Signer01|the video shows the doctor crying while holding the child her family can be heard|the video shows the doctor crying while holding the child her family can be heard|-1|-1
-3GZr4gY8Is--17|Signer01|many of these doctors have lost their lives to the infection|many of these doctors have lost their lives to the infection|-1|-1
bJO_Rk0IwaI--2|Signer01|ronaldo is very popular on instagram as he has nearly 300 million followers|ronaldo is very popular on instagram as he has nearly 300 million followers|-1|-1
bJO_Rk0IwaI--10|Signer01|during the press conference a table was placed in front of the media|during the press conference a table was placed in front of the media|-1|-1
bJO_Rk0IwaI--15|Signer01|as you just saw ronaldo takes a seat in front of the media|as you just saw ronaldo takes a seat in front of the media|-1|-1
bJO_Rk0IwaI--24|Signer01|how shocking this shows ronaldo is very famous|how shocking this shows ronaldo is very famous|-1|-1
bJO_Rk0IwaI--31|Signer01|after this there was another similar incident|after this there was another similar incident|-1|-1
5z6xNqhmih8--1|Signer01|hundreds of people were killed in these attacks|hundreds of people were killed in these attacks|-1|-1
4y1HjkSkhCM--15|Signer01|in may 2015 she came to india|in may 2015 she came to india|-1|-1
4y1HjkSkhCM--18|Signer01|she taught many interesting games to deaf students|she taught many interesting games to deaf students|-1|-1
6FrNq2qtl3g--3|Signer01|however on 13th june|however on 13th june|-1|-1
6FrNq2qtl3g--4|Signer01|eight political parties in israel|eight political parties in israel|-1|-1
6FrNq2qtl3g--6|Signer01|there was a vote in israel parliament the results were extremely close|there was a vote in israel parliament the results were extremely close|-1|-1
6FrNq2qtl3g--10|Signer01|he would hold office till 2023|he would hold office till 2023|-1|-1
6FrNq2qtl3g--26|Signer01|with the israel government having full control over both the areas|with the israel government having full control over both the areas|-1|-1
wRpQS6osR8g--2|Signer01|the video went viral all over social media|the video went viral all over social media|-1|-1
